"","GeneID","Symbol","Description","Synonyms","GeneType","EnsemblGeneID","Status","ChrAcc","ChrStart","ChrStop","Orientation","Length","GOFunctionID","GOProcessID","GOComponentID","GOFunction","GOProcess","GOComponent"
"GIGYF2",26058,"GIGYF2","GRB10 interacting GYF protein 2","GYF2|PARK11|PERQ2|PERQ3|TNRC15","protein-coding","ENSG00000204120","active","NC_000002.12","232697331","232860577","positive",9111,"GO:0003723///GO:0005515///GO:0045296///GO:0070064","GO:0007631///GO:0008344///GO:0009791///GO:0016441///GO:0017148///GO:0019538///GO:0021522///GO:0031571///GO:0035264///GO:0048009///GO:0048873///GO:0050881///GO:0050885///GO:0061157","GO:0005768///GO:0005783///GO:0005794///GO:0005829///GO:0010494///GO:0016020///GO:0031982///GO:0032991///GO:0043204///GO:1990635","RNA binding///protein binding///cadherin binding///proline-rich region binding","feeding behavior///adult locomotory behavior///post-embryonic development///post-transcriptional gene silencing///negative regulation of translation///protein metabolic process///spinal cord motor neuron differentiation///mitotic G1 DNA damage checkpoint signaling///multicellular organism growth///insulin-like growth factor receptor signaling pathway///homeostasis of number of cells within a tissue///musculoskeletal movement///neuromuscular process controlling balance///mRNA destabilization","endosome///endoplasmic reticulum///Golgi apparatus///cytosol///cytoplasmic stress granule///membrane///vesicle///protein-containing complex///perikaryon///proximal dendrite"
"INPP5D",3635,"INPP5D","inositol polyphosphate-5-phosphatase D","SHIP|SHIP-1|SHIP1|SIP-145|hp51CN|p150Ship","protein-coding","ENSG00000168918","active","NC_000002.12","233060342","233207903","positive",4902,"GO:0004439///GO:0005515///GO:0016314///GO:0017124///GO:0034485///GO:0052658///GO:0052659","GO:0006661///GO:0006796///GO:0006915///GO:0007165///GO:0008340///GO:0009966///GO:0009968///GO:0016064///GO:0030889///GO:0032715///GO:0035556///GO:0043065///GO:0045579///GO:0045648///GO:0045656///GO:0045659///GO:0045671///GO:0045779///GO:0046856///GO:0050776///GO:0050777///GO:0050852","GO:0005829///GO:0005856///GO:0005886///GO:0045121","phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity///protein binding///phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase activity///SH3 domain binding///phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase activity///inositol-1,4,5-trisphosphate 5-phosphatase activity///inositol-1,3,4,5-tetrakisphosphate 5-phosphatase activity","phosphatidylinositol biosynthetic process///phosphate-containing compound metabolic process///apoptotic process///signal transduction///determination of adult lifespan///regulation of signal transduction///negative regulation of signal transduction///immunoglobulin mediated immune response///negative regulation of B cell proliferation///negative regulation of interleukin-6 production///intracellular signal transduction///positive regulation of apoptotic process///positive regulation of B cell differentiation///positive regulation of erythrocyte differentiation///negative regulation of monocyte differentiation///negative regulation of neutrophil differentiation///negative regulation of osteoclast differentiation///negative regulation of bone resorption///phosphatidylinositol dephosphorylation///regulation of immune response///negative regulation of immune response///T cell receptor signaling pathway","cytosol///cytoskeleton///plasma membrane///membrane raft"
"ATG16L1",55054,"ATG16L1","autophagy related 16 like 1","APG16L|ATG16A|ATG16L|IBD10|WDR30","protein-coding","ENSG00000085978","active","NC_000002.12","233251571","233295674","positive",3456,"GO:0005515///GO:0019787///GO:0042802///GO:0051020","GO:0000045///GO:0006497///GO:0006501///GO:0010508///GO:0015031///GO:0016236///GO:0016237///GO:0021766///GO:0022038///GO:0034497///GO:0039689///GO:0051607///GO:0061739///GO:0098792","GO:0000421///GO:0005776///GO:0005829///GO:0005930///GO:0034045///GO:0034274///GO:0036020///GO:0097225///GO:0120095","protein binding///ubiquitin-like protein transferase activity///identical protein binding///GTPase binding","autophagosome assembly///protein lipidation///C-terminal protein lipidation///positive regulation of autophagy///protein transport///macroautophagy///lysosomal microautophagy///hippocampus development///corpus callosum development///protein localization to phagophore assembly site///negative stranded viral RNA replication///defense response to virus///protein lipidation involved in autophagosome assembly///xenophagy","autophagosome membrane///autophagosome///cytosol///axoneme///phagophore assembly site membrane///Atg12-Atg5-Atg16 complex///endolysosome membrane///sperm midpiece///vacuole-isolation membrane contact site"
"DGKD",8527,"DGKD","diacylglycerol kinase delta","DGK-delta|DGKdelta|dgkd-2","protein-coding","ENSG00000077044","active","NC_000002.12","233354494","233472098","positive",10006,"GO:0004143///GO:0005515///GO:0005524///GO:0019900///GO:0019992///GO:0042802///GO:0042803///GO:0046872///GO:0046982","GO:0006654///GO:0006897///GO:0007165///GO:0007173///GO:0007205///GO:0010033///GO:0015031///GO:0030168///GO:0035556///GO:0045742///GO:0046339///GO:0046834///GO:0090038///GO:2000370","GO:0005634///GO:0005737///GO:0005829///GO:0005886///GO:0005905","diacylglycerol kinase activity///protein binding///ATP binding///kinase binding///diacylglycerol binding///identical protein binding///protein homodimerization activity///metal ion binding///protein heterodimerization activity","phosphatidic acid biosynthetic process///endocytosis///signal transduction///epidermal growth factor receptor signaling pathway///protein kinase C-activating G protein-coupled receptor signaling pathway///response to organic substance///protein transport///platelet activation///intracellular signal transduction///positive regulation of epidermal growth factor receptor signaling pathway///diacylglycerol metabolic process///lipid phosphorylation///negative regulation of protein kinase C signaling///positive regulation of clathrin-dependent endocytosis","nucleus///cytoplasm///cytosol///plasma membrane///clathrin-coated pit"
"USP40",55230,"USP40","ubiquitin specific peptidase 40","","protein-coding","ENSG00000085982","active","NC_000002.12","233475091","233566789","negative",8549,"GO:0004197///GO:0004843","GO:0006511///GO:0016579///GO:0031647","GO:0005634///GO:0005829","cysteine-type endopeptidase activity///cysteine-type deubiquitinase activity","ubiquitin-dependent protein catabolic process///protein deubiquitination///regulation of protein stability","nucleus///cytosol"
"HJURP",55355,"HJURP","Holliday junction recognition protein","FAKTS|URLC9|hFLEG1","protein-coding","ENSG00000123485","active","NC_000002.12","233836701","233854566","negative",3189,"GO:0003677///GO:0005515///GO:0042393///GO:0042802","GO:0007049///GO:0007059///GO:0034080///GO:0043254///GO:0051101","GO:0000775///GO:0000776///GO:0005654///GO:0005730///GO:0005739","DNA binding///protein binding///histone binding///identical protein binding","cell cycle///chromosome segregation///CENP-A containing chromatin assembly///regulation of protein-containing complex assembly///regulation of DNA binding","chromosome, centromeric region///kinetochore///nucleoplasm///nucleolus///mitochondrion"
"ARL4C",10123,"ARL4C","ADP ribosylation factor like GTPase 4C","ARL7|LAK","protein-coding","ENSG00000188042","active","NC_000002.12","234493041","234497081","negative",4041,"GO:0003924///GO:0005515///GO:0005525///GO:0043014","GO:0006886///GO:0016192///GO:0032456","GO:0005634///GO:0005737///GO:0005829///GO:0005886///GO:0030175","GTPase activity///protein binding///GTP binding///alpha-tubulin binding","intracellular protein transport///vesicle-mediated transport///endocytic recycling","nucleus///cytoplasm///cytosol///plasma membrane///filopodium"
"SH3BP4",23677,"SH3BP4","SH3 domain binding protein 4","BOG25|TTP","protein-coding","ENSG00000130147","active","NC_000002.12","234952017","235055714","positive",6379,"GO:0005092///GO:0005515///GO:0031267///GO:0042802","GO:0006897///GO:0008285///GO:0010508///GO:0030308///GO:0032007///GO:0034260///GO:0043090///GO:0050790///GO:0061462///GO:0071230","GO:0005634///GO:0005737///GO:0005905///GO:0030136///GO:0070062","GDP-dissociation inhibitor activity///protein binding///small GTPase binding///identical protein binding","endocytosis///negative regulation of cell population proliferation///positive regulation of autophagy///negative regulation of cell growth///negative regulation of TOR signaling///negative regulation of GTPase activity///amino acid import///regulation of catalytic activity///protein localization to lysosome///cellular response to amino acid stimulus","nucleus///cytoplasm///clathrin-coated pit///clathrin-coated vesicle///extracellular exosome"
"COPS8",10920,"COPS8","COP9 signalosome subunit 8","COP9|CSN8|SGN8","protein-coding","ENSG00000198612","active","NC_000002.12","237085441","237100474","positive",3951,"GO:0005515","GO:0000338///GO:0006468///GO:0007250///GO:0008285///GO:0010387///GO:0045116///GO:2000434","GO:0005634///GO:0005654///GO:0005737///GO:0005829///GO:0008180///GO:0048471///GO:0070062","protein binding","protein deneddylation///protein phosphorylation///activation of NF-kappaB-inducing kinase activity///negative regulation of cell population proliferation///COP9 signalosome assembly///protein neddylation///regulation of protein neddylation","nucleus///nucleoplasm///cytoplasm///cytosol///COP9 signalosome///perinuclear region of cytoplasm///extracellular exosome"
"MLPH",79083,"MLPH","melanophilin","SLAC2-A","protein-coding","ENSG00000115648","active","NC_000002.12","237486410","237555322","positive",6746,"GO:0003779///GO:0005515///GO:0017022///GO:0030674///GO:0031267///GO:0046872","GO:0006886///GO:0032402","GO:0030425///GO:0030864///GO:0048471///GO:0070062","actin binding///protein binding///myosin binding///protein-macromolecule adaptor activity///small GTPase binding///metal ion binding","intracellular protein transport///melanosome transport","dendrite///cortical actin cytoskeleton///perinuclear region of cytoplasm///extracellular exosome"
"LRRFIP1",9208,"LRRFIP1","LRR binding FLII interacting protein 1","FLAP-1|FLAP1|FLIIAP1|GCF-2|GCF2|HUFI-1|TRIP","protein-coding","ENSG00000124831","active","NC_000002.12","237627576","237781647","positive",12257,"GO:0000978///GO:0000981///GO:0001227///GO:0003677///GO:0003725///GO:0005515///GO:0042803///GO:0045296","GO:0000122///GO:0006357","GO:0005634///GO:0005737///GO:0005829///GO:0005856///GO:0005886","RNA polymerase II cis-regulatory region sequence-specific DNA binding///DNA-binding transcription factor activity, RNA polymerase II-specific///DNA-binding transcription repressor activity, RNA polymerase II-specific///DNA binding///double-stranded RNA binding///protein binding///protein homodimerization activity///cadherin binding","negative regulation of transcription by RNA polymerase II///regulation of transcription by RNA polymerase II","nucleus///cytoplasm///cytosol///cytoskeleton///plasma membrane"
"UBE2F-SCLY",100533179,"UBE2F-SCLY","UBE2F-SCLY readthrough (NMD candidate)","","ncRNA","ENSG00000258984","active","NC_000002.12","237966945","238099413","positive",2972,"","","","","",""
"UBE2F",140739,"UBE2F","ubiquitin conjugating enzyme E2 F (putative)","NCE2","protein-coding","ENSG00000184182","active","NC_000002.12","237966945","238042782","positive",2422,"GO:0005515///GO:0005524///GO:0019788///GO:0061654","GO:0043687///GO:0045116","GO:0005634///GO:0005829","protein binding///ATP binding///NEDD8 transferase activity///NEDD8 conjugating enzyme activity","post-translational protein modification///protein neddylation","nucleus///cytosol"
"SCLY",51540,"SCLY","selenocysteine lyase","SCL|hSCL","protein-coding","ENSG00000132330","active","NC_000002.12","238061001","238099413","positive",2450,"GO:0005515///GO:0009000///GO:0016597///GO:0016740///GO:0042803///GO:0070279","GO:0006520///GO:0016261","GO:0005794///GO:0005829///GO:1902494","protein binding///selenocysteine lyase activity///amino acid binding///transferase activity///protein homodimerization activity///vitamin B6 binding","amino acid metabolic process///selenocysteine catabolic process","Golgi apparatus///cytosol///catalytic complex"
"ERFE",151176,"ERFE","erythroferrone","C1QTNF15|CTRP15|FAM132B","protein-coding","ENSG00000178752","active","NC_000002.12","238158970","238168890","positive",2939,"GO:0005179///GO:0042802","GO:0006879///GO:0007165///GO:0015908///GO:0019217///GO:0045721///GO:0046326///GO:0046628///GO:0051649///GO:2000193","GO:0005576///GO:0005615","hormone activity///identical protein binding","cellular iron ion homeostasis///signal transduction///fatty acid transport///regulation of fatty acid metabolic process///negative regulation of gluconeogenesis///positive regulation of glucose import///positive regulation of insulin receptor signaling pathway///establishment of localization in cell///positive regulation of fatty acid transport","extracellular region///extracellular space"
"ILKAP",80895,"ILKAP","ILK associated serine/threonine phosphatase","ILKAP2|ILKAP3|PP2C-DELTA|PP2CD|PPM1O","protein-coding","ENSG00000132323","active","NC_000002.12","238170401","238203702","negative",3452,"GO:0005515///GO:0017018///GO:0046872","GO:0006470","GO:0005634///GO:0005654///GO:0005829","protein binding///myosin phosphatase activity///metal ion binding","protein dephosphorylation","nucleus///nucleoplasm///cytosol"
